HT,AT,TYPE,HTPTS,HTTWOFG,HTTWOFGTOTAL,HTTHREEFG,HTTHREEFGTOTAL,HTFT,HTFTTOTAL,HTREBO,HTREBD,HTREBT,HTAS,HTST,HTTO,HTBLFV,HTBLAG,HTFOULSCM,HTFOULSRV,HTPIR,ATPTS,ATTWOFG,ATTWOFGTOTAL,ATTHREEFG,ATTHREEFGTOTAL,ATFT,ATFTTOTAL,ATREBO,ATREBD,ATREBT,ATAS,ATST,ATTO,ATBLFV,ATBLAG,ATFOULSCM,ATFOULSRV,ATPIR,HTFQ,HTSQ,HTTQ,HTFQ2,HTFO,HTSO,ATFQ,ATSQ,ATTQ,ATFQ2,ATFO,ATSO,HTFQCUM,HTSCCUM,HTTQCUM,HTFQCUM2,HTFOUM,HTSOCUM,ATFQCUM,ATSCCUM,ATTQCUM,ATFQCUM2,ATFOCUM,ATSOCUM
Khimki Moscow Region, Zalgiris Kaunas,OT,93,17,41,13,28,20,33,11,36,47,13,7,16,7,7,24,31,99,89,24,48,8,26,17,26,12,32,44,15,10,15,7,7,32,24,84,22,20,19,20,12,,23,25,15,18,8,,22,42,61,81,93,,23,48,63,81,89,
Caja Laboral Vitoria, Partizan mt:s Belgrade,FT,87,22,42,6,16,25,33,13,26,39,17,6,14,2,6,20,30,103,71,15,39,9,18,14,16,8,19,27,11,7,11,6,2,30,20,64,21,20,28,18,,,30,19,22,-71,,,21,41,69,87,,,30,49,71,,,
Asseco Prokom Gdynia, Maccabi Electra Tel Aviv,FT,72,15,39,10,23,12,15,16,24,40,16,9,19,3,3,21,14,71,83,23,44,6,20,19,23,11,23,34,19,14,10,3,3,14,21,108,11,18,28,15,,,52,15,16,-83,,,11,29,57,72,,,52,67,83,,,
Olympiacos Piraeus, Lottomatica Roma,FT,89,21,37,10,26,17,20,12,29,41,18,11,17,4,3,19,20,109,82,30,53,5,13,7,12,4,17,21,8,12,11,3,4,20,19,74,22,23,19,25,,,39,14,29,-82,,,22,45,64,89,,,39,53,82,,,
Unicaja Malaga, Brose Baskets Bamberg,FT,70,21,39,6,20,10,13,13,16,29,13,4,17,4,3,23,21,63,72,18,28,7,19,15,22,8,18,26,13,5,20,3,4,21,22,67,26,14,13,17,,,32,11,29,-72,,,26,40,53,70,,,32,43,72,,,
Real Madrid, Spirou Charleroi,FT,94,34,49,4,17,14,17,12,38,50,14,9,14,7,0,13,19,135,45,13,47,4,14,7,8,8,14,22,5,8,15,0,7,19,13,7,29,17,22,26,,,29,12,4,-45,,,29,46,68,94,,,29,41,45,,,
Regal Barcelona, Montepaschi Siena,FT,73,20,33,3,16,24,29,9,22,31,10,7,21,4,0,27,26,72,72,20,47,4,9,20,27,12,17,29,12,14,15,0,4,26,27,70,13,18,25,17,,,37,18,17,-72,,,13,31,56,73,,,37,55,72,,,
Fenerbahce Ulker Istanbul, Cholet Basket,FT,93,28,43,8,18,13,16,11,20,31,28,16,11,1,2,22,19,125,61,20,48,3,10,12,19,18,15,33,11,4,21,2,1,19,22,50,16,22,21,34,,,30,13,18,-61,,,16,38,59,93,,,30,43,61,,,
Cibona Zagreb, Lietuvos Rytas Vilnius,FT,77,18,35,8,23,17,22,8,12,20,14,12,9,0,2,21,24,78,94,26,40,9,18,15,19,14,27,41,10,5,18,2,0,24,21,104,20,17,27,13,,,44,23,27,-94,,,20,37,64,77,,,44,67,94,,,
Power Electronics Valencia, Union Olimpija Ljubljana,FT,78,20,38,9,26,11,14,13,22,35,13,8,11,5,3,16,18,89,77,21,40,9,25,8,9,10,22,32,19,6,11,3,5,18,16,83,29,7,18,24,,,38,16,23,-77,,,29,36,54,78,,,38,54,77,,,
CSKA Moscow, Efes Pilsen Istanbul,FT,78,20,29,8,26,14,17,6,25,31,17,4,11,3,0,20,18,90,69,18,44,5,15,18,21,14,24,38,9,6,12,0,3,18,20,70,22,15,21,20,,,25,22,22,-69,,,22,37,58,78,,,25,47,69,,,
Panathinaikos Athens, Armani Jeans Milano,FT,93,23,43,8,17,23,34,16,29,45,17,9,15,3,4,19,27,116,62,19,42,6,21,6,9,8,15,23,12,5,15,4,3,27,19,39,24,22,21,26,,,32,14,16,-62,,,24,46,67,93,,,32,46,62,,,
Unicaja Malaga, Caja Laboral Vitoria,FT,71,15,36,10,27,11,14,12,24,36,11,4,11,1,0,17,18,72,76,15,31,13,34,7,10,15,26,41,15,6,13,0,1,18,17,83,19,16,18,18,,,41,17,18,-76,,,19,35,53,71,,,41,58,76,,,
Lietuvos Rytas Vilnius, Panathinaikos Athens,FT,59,15,33,6,23,11,14,13,22,35,12,4,18,1,2,17,16,52,80,26,42,6,18,10,15,6,24,30,20,8,7,2,1,16,17,100,21,12,8,18,,,29,24,27,-80,,,21,33,41,59,,,29,53,80,,,
Regal Barcelona, Maccabi Electra Tel Aviv,FT,81,19,35,8,23,19,23,10,22,32,19,9,10,2,4,20,22,96,71,23,38,3,16,16,21,9,23,32,13,7,14,4,2,22,20,76,21,20,22,18,,,37,16,18,-71,,,21,41,63,81,,,37,53,71,,,
Lottomatica Roma, Union Olimpija Ljubljana,FT,63,19,38,6,18,7,10,8,26,34,12,9,22,1,4,25,17,51,64,18,38,3,18,19,21,10,24,34,8,7,17,4,1,17,25,70,19,16,14,14,,,33,14,17,-64,,,19,35,49,63,,,33,47,64,,,
Real Madrid, Partizan mt:s Belgrade,FT,78,13,30,7,18,31,37,6,26,32,15,9,10,2,2,18,28,100,58,20,41,3,16,9,16,9,24,33,12,4,17,2,2,28,18,39,17,26,15,20,,,27,13,18,-58,,,17,43,58,78,,,27,40,58,,,
Efes Pilsen Istanbul, Montepaschi Siena,FT,60,18,38,5,17,9,12,9,24,33,19,9,15,3,2,14,19,77,58,24,43,3,14,1,4,8,23,31,14,8,15,2,3,19,14,57,18,11,18,13,,,27,13,18,-58,,,18,29,47,60,,,27,40,58,,,
Olympiacos Piraeus, Fenerbahce Ulker Istanbul,FT,70,15,32,7,24,19,26,8,24,32,11,8,16,1,1,25,26,65,84,20,45,8,10,20,27,7,26,33,12,9,19,1,1,27,24,82,18,15,25,12,,,33,22,29,-84,,,18,33,58,70,,,33,55,84,,,
Power Electronics Valencia, Zalgiris Kaunas,FT,73,15,37,9,22,16,17,11,20,31,12,11,8,4,1,13,20,93,59,15,31,6,22,11,14,8,25,33,12,4,17,1,4,20,13,46,20,19,15,19,,,31,19,9,-59,,,20,39,54,73,,,31,50,59,,,
Panathinaikos Athens, Unicaja Malaga,FT,82,19,39,6,16,26,32,11,32,43,13,8,13,3,2,17,23,104,56,15,34,4,23,14,17,8,20,28,13,9,14,2,3,24,17,43,26,19,23,14,,,25,14,17,-56,,,26,45,68,82,,,25,39,56,,,
Caja Laboral Vitoria, Lietuvos Rytas Vilnius,FT,86,20,41,12,26,10,14,16,26,42,19,4,18,5,2,19,20,98,89,19,37,12,28,15,17,8,17,25,12,9,12,2,5,20,19,83,17,23,16,30,,,37,18,34,-89,,,17,40,56,86,,,37,55,89,,,
Union Olimpija Ljubljana, Regal Barcelona,FT,67,20,39,6,19,9,12,5,24,29,12,5,10,1,1,19,18,67,68,21,36,5,23,11,15,10,29,39,9,7,12,1,1,18,19,75,11,15,28,13,,,36,16,16,-68,,,11,26,54,67,,,36,52,68,,,
Maccabi Electra Tel Aviv, Lottomatica Roma,FT,99,34,54,5,13,16,24,16,34,50,23,11,12,1,3,17,21,137,58,19,45,5,23,5,8,12,16,28,8,3,15,3,1,21,17,33,30,27,18,24,,,31,13,14,-58,,,30,57,75,99,,,31,44,58,,,
Montepaschi Siena, Real Madrid,FT,68,20,41,3,17,19,24,8,16,24,10,9,5,2,5,20,21,64,78,16,35,13,24,7,8,12,29,41,16,2,18,5,2,23,19,87,20,20,22,6,,,28,24,26,-78,,,20,40,62,68,,,28,52,78,,,
Partizan mt:s Belgrade, Efes Pilsen Istanbul,FT,76,13,27,9,28,23,27,13,18,31,14,4,16,4,2,30,22,66,79,18,33,4,15,31,37,11,22,33,14,9,16,2,4,22,30,93,21,13,18,24,,,40,19,20,-79,,,21,34,52,76,,,40,59,79,,,
Zalgiris Kaunas, Olympiacos Piraeus,FT,64,20,42,5,12,9,12,9,30,39,12,0,21,2,4,20,19,59,71,20,39,6,23,13,22,9,20,29,14,9,5,4,2,19,20,76,16,6,21,21,,,40,16,15,-71,,,16,22,43,64,,,40,56,71,,,
Fenerbahce Ulker Istanbul, Power Electronics Valencia,FT,75,20,34,9,18,8,14,8,20,28,17,9,17,7,2,19,15,84,73,26,51,4,16,9,14,18,18,36,14,8,12,2,7,15,19,76,21,16,17,21,,,33,19,21,-73,,,21,37,54,75,,,33,52,73,,,
Caja Laboral Vitoria, Panathinaikos Athens,FT,77,18,35,8,19,17,20,8,17,25,15,5,11,2,0,22,22,82,70,14,29,8,20,18,23,10,18,28,14,5,17,0,2,22,22,66,19,17,23,18,,,33,16,21,-70,,,19,36,59,77,,,33,49,70,,,
Unicaja Malaga, Lietuvos Rytas Vilnius,FT,98,26,43,8,20,22,35,15,25,40,25,4,7,1,5,25,26,115,91,17,42,12,21,21,27,13,19,32,18,1,9,5,1,26,25,96,18,27,17,36,,,52,18,21,-91,,,18,45,62,98,,,52,70,91,,,
Maccabi Electra Tel Aviv, Union Olimpija Ljubljana,FT,104,34,47,7,17,15,25,9,29,38,22,11,14,3,3,20,19,127,67,16,41,7,20,14,18,11,13,24,15,8,17,3,3,19,20,56,28,21,22,33,,,26,23,18,-67,,,28,49,71,104,,,26,49,67,,,
Regal Barcelona, Lottomatica Roma,FT,80,24,43,6,14,14,17,5,29,34,21,7,12,6,4,13,20,109,56,21,42,3,18,5,12,9,21,30,10,8,14,4,6,20,12,37,21,24,16,19,,,36,9,11,-56,,,21,45,61,80,,,36,45,56,,,
Partizan mt:s Belgrade, Montepaschi Siena,FT,58,10,22,6,19,20,32,7,25,32,10,8,22,3,0,19,29,62,66,20,47,3,11,17,20,10,25,35,13,14,14,0,3,29,19,63,15,11,15,17,,,31,19,16,-66,,,15,26,41,58,,,31,50,66,,,
Real Madrid, Efes Pilsen Istanbul,OT,89,20,45,9,24,22,29,16,20,36,14,5,6,6,1,17,23,102,86,26,47,8,22,10,12,15,25,40,19,4,13,1,5,23,17,89,18,22,25,14,10,,19,27,19,14,7,,18,40,65,79,89,,19,46,65,79,86,
Fenerbahce Ulker Istanbul, Zalgiris Kaunas,FT,80,19,39,11,23,9,22,11,29,40,17,6,14,3,3,20,24,88,72,17,34,8,24,14,18,4,28,32,10,4,13,3,3,24,20,64,22,19,17,22,,,41,13,18,-72,,,22,41,58,80,,,41,54,72,,,
Olympiacos Piraeus, Power Electronics Valencia,FT,77,25,43,5,16,12,17,7,21,28,21,11,10,6,1,19,20,99,62,23,46,2,9,10,16,11,24,35,7,5,21,1,6,20,19,46,18,20,19,20,,,24,18,20,-62,,,18,38,57,77,,,24,42,62,,,
Panathinaikos Athens, Caja Laboral Vitoria,FT,76,18,34,7,22,19,24,7,22,29,19,8,8,1,1,18,25,95,74,13,23,14,29,6,15,6,27,33,12,3,15,1,1,25,18,66,21,19,19,17,,,39,11,24,-74,,,21,40,59,76,,,39,50,74,,,
Lietuvos Rytas Vilnius, Unicaja Malaga,FT,70,23,42,5,22,9,13,8,31,39,15,6,10,4,3,23,21,79,65,16,38,5,21,18,25,10,29,39,13,6,12,3,4,21,23,67,17,22,14,17,,,35,13,17,-65,,,17,39,53,70,,,35,48,65,,,
Union Olimpija Ljubljana, Maccabi Electra Tel Aviv,FT,62,18,35,6,25,8,10,9,24,33,10,3,19,3,1,20,16,49,83,24,38,7,21,14,22,6,27,33,21,12,10,1,3,16,20,105,19,22,8,13,,,33,23,27,-83,,,19,41,49,62,,,33,56,83,,,
Lottomatica Roma, Regal Barcelona,FT,65,14,36,9,24,10,12,10,19,29,14,14,15,3,2,24,16,61,74,19,33,7,17,15,21,9,27,36,11,7,17,2,3,16,24,88,14,13,24,14,,,25,21,28,-74,,,14,27,51,65,,,25,46,74,,,
Montepaschi Siena, Partizan mt:s Belgrade,FT,77,15,33,6,16,29,35,4,20,24,10,9,16,1,2,27,32,74,74,18,32,5,20,23,31,10,29,39,13,6,25,2,1,32,26,65,12,26,15,24,,,37,16,21,-74,,,12,38,53,77,,,37,53,74,,,
Efes Pilsen Istanbul, Real Madrid,FT,60,15,31,5,18,15,24,9,19,28,6,7,15,2,1,23,25,51,77,20,35,8,25,13,17,14,26,40,14,7,12,1,2,25,23,87,12,12,13,23,,,35,21,21,-77,,,12,24,37,60,,,35,56,77,,,
Zalgiris Kaunas, Fenerbahce Ulker Istanbul,OT,85,17,35,7,26,30,39,12,30,42,15,8,20,2,4,20,30,92,84,28,50,7,22,7,11,7,26,33,14,10,17,4,2,31,20,74,15,15,19,20,16,,11,20,18,20,15,,15,30,49,69,85,,11,31,49,69,84,
Power Electronics Valencia, Olympiacos Piraeus,FT,79,18,40,7,19,22,28,10,20,30,13,6,10,4,4,27,25,76,85,22,46,6,23,23,25,19,28,47,12,7,10,4,4,26,26,98,17,20,18,24,,,37,16,32,-85,,,17,37,55,79,,,37,53,85,,,
Caja Laboral Vitoria, Unicaja Malaga,FT,78,19,37,9,22,13,19,7,32,39,13,9,11,2,2,14,21,98,63,22,39,5,24,4,5,4,26,30,9,6,13,2,2,21,14,51,24,16,18,20,,,31,18,14,-63,,,24,40,58,78,,,31,49,63,,,
Panathinaikos Athens, Lietuvos Rytas Vilnius,FT,67,21,39,2,16,19,23,8,21,29,14,4,8,7,3,22,26,78,68,18,43,5,15,17,24,16,25,41,17,2,11,3,7,26,22,67,20,19,14,14,,,34,14,20,-68,,,20,39,53,67,,,34,48,68,,,
Maccabi Electra Tel Aviv, Regal Barcelona,OT,85,23,46,8,22,15,25,15,25,40,10,7,12,3,7,23,22,78,92,17,32,13,30,19,24,9,25,34,14,4,11,7,3,23,22,99,24,15,21,13,12,,16,14,24,19,19,,24,39,60,73,85,,16,30,54,73,92,
Union Olimpija Ljubljana, Lottomatica Roma,FT,76,17,31,8,16,18,22,7,17,24,16,5,20,3,4,20,21,75,87,24,36,9,23,12,14,7,17,24,15,10,13,4,3,21,20,95,14,27,14,21,,,37,28,22,-87,,,14,41,55,76,,,37,65,87,,,
Partizan mt:s Belgrade, Real Madrid,FT,56,20,42,1,20,13,18,19,20,39,7,7,15,1,7,21,22,43,61,22,40,1,10,14,18,7,26,33,15,4,16,7,1,22,21,71,12,6,18,20,,,33,11,17,-61,,,12,18,36,56,,,33,44,61,,,
Montepaschi Siena, Efes Pilsen Istanbul,FT,88,29,48,4,13,18,25,14,20,34,22,5,11,2,0,25,24,104,76,21,33,6,20,16,22,13,16,29,15,8,17,0,2,24,25,78,25,24,21,18,,,47,11,18,-76,,,25,49,70,88,,,47,58,76,,,
Fenerbahce Ulker Istanbul, Olympiacos Piraeus,FT,65,19,36,5,20,12,15,6,24,30,16,6,15,6,4,20,19,68,80,27,54,6,16,8,10,13,25,38,20,7,12,4,6,19,20,93,18,18,19,10,,,34,20,26,-80,,,18,36,55,65,,,34,54,80,,,
Zalgiris Kaunas, Power Electronics Valencia,FT,74,18,40,10,28,8,12,14,24,38,18,6,16,3,4,25,18,68,80,21,43,7,19,17,24,10,26,36,20,6,12,4,3,19,25,96,17,20,17,20,,,35,23,22,-80,,,17,37,54,74,,,35,58,80,,,
Unicaja Malaga, Panathinaikos Athens,FT,61,13,38,7,20,14,15,13,20,33,13,4,13,4,6,21,21,57,77,20,40,9,22,10,13,12,25,37,14,6,10,6,4,21,21,90,18,15,8,20,,,38,15,24,-77,,,18,33,41,61,,,38,53,77,,,
Lietuvos Rytas Vilnius, Caja Laboral Vitoria,FT,68,23,38,4,23,10,13,7,23,30,17,5,13,2,1,22,17,66,77,19,35,8,20,15,18,5,27,32,14,6,12,1,2,17,22,90,16,23,16,13,,,40,18,19,-77,,,16,39,55,68,,,40,58,77,,,
Regal Barcelona, Union Olimpija Ljubljana,FT,76,22,34,8,18,8,14,6,24,30,18,10,15,3,1,18,22,97,58,20,45,5,14,3,7,13,20,33,15,8,19,1,3,22,18,51,21,14,16,25,,,31,13,14,-58,,,21,35,51,76,,,31,44,58,,,
Lottomatica Roma, Maccabi Electra Tel Aviv,FT,82,19,43,10,23,14,18,10,26,36,15,9,12,2,4,21,18,84,69,19,42,6,17,13,19,11,29,40,14,3,21,4,2,18,21,70,21,21,18,22,,,42,6,21,-69,,,21,42,60,82,,,42,48,69,,,
Real Madrid, Montepaschi Siena,FT,77,23,45,5,12,16,23,10,18,28,18,5,16,1,4,24,26,75,95,28,43,7,15,18,27,8,19,27,15,9,11,4,1,26,24,104,19,13,19,26,,,55,23,17,-95,,,19,32,51,77,,,55,78,95,,,
Efes Pilsen Istanbul, Partizan mt:s Belgrade,FT,65,14,41,7,27,16,18,17,19,36,17,10,8,3,4,15,21,76,67,26,45,3,15,6,10,13,30,43,19,5,15,4,3,21,15,79,12,22,13,18,,,37,12,18,-67,,,12,34,47,65,,,37,49,67,,,
Olympiacos Piraeus, Zalgiris Kaunas,FT,78,26,51,3,16,17,21,12,25,37,23,15,12,6,2,19,18,102,64,21,47,4,13,10,16,13,29,42,12,5,24,2,6,18,19,55,19,22,17,20,,,34,15,15,-64,,,19,41,58,78,,,34,49,64,,,
Power Electronics Valencia, Fenerbahce Ulker Istanbul,FT,82,21,37,9,18,13,17,7,33,40,16,8,17,1,0,22,24,103,68,21,42,4,21,14,21,11,20,31,15,7,13,0,1,24,22,60,15,24,20,23,,,32,20,16,-68,,,15,39,59,82,,,32,52,68,,,
Caja Laboral Vitoria, Maccabi Electra Tel Aviv,FT,76,16,33,13,26,5,11,6,31,37,17,3,12,3,5,13,16,86,70,28,61,3,17,5,7,16,26,42,8,9,7,5,3,16,13,72,26,20,15,15,,,32,23,15,-70,,,26,46,61,76,,,32,55,70,,,
Regal Barcelona, Panathinaikos Athens,FT,83,15,30,10,21,23,32,9,17,26,12,5,12,0,2,23,28,82,82,22,46,7,13,17,21,12,21,33,7,4,13,2,0,28,23,76,14,23,20,26,,,35,25,22,-82,,,14,37,57,83,,,35,60,82,,,
Real Madrid, Power Electronics Valencia,FT,71,23,48,5,22,10,13,21,21,42,12,9,12,3,1,19,20,80,65,22,37,3,12,12,20,9,17,26,13,6,15,1,3,20,19,60,20,13,19,19,,,32,21,12,-65,,,20,33,52,71,,,32,53,65,,,
Olympiacos Piraeus, Montepaschi Siena,FT,89,22,44,5,19,30,35,17,38,55,19,11,17,7,1,26,27,123,41,9,46,3,15,14,23,14,18,32,4,4,17,1,7,28,26,-2,24,23,14,28,,,9,13,19,-41,,,24,47,61,89,,,9,22,41,,,
Caja Laboral Vitoria, Maccabi Electra Tel Aviv,FT,81,16,38,10,20,19,22,7,23,30,13,3,9,2,4,16,22,87,83,32,56,4,12,7,16,13,26,39,14,3,8,4,2,22,16,86,22,24,20,15,,,38,27,18,-83,,,22,46,66,81,,,38,65,83,,,
Regal Barcelona, Panathinaikos Athens,FT,71,19,32,7,25,12,17,8,21,29,11,3,11,5,1,21,23,73,75,17,36,9,17,14,18,9,22,31,12,6,15,1,5,23,20,71,17,21,19,14,,,28,28,19,-75,,,17,38,57,71,,,28,56,75,,,
Real Madrid, Power Electronics Valencia,FT,75,20,39,8,22,11,14,13,18,31,19,5,12,1,2,23,15,73,81,17,35,12,22,11,17,12,19,31,10,7,10,2,1,15,23,94,19,19,16,21,,,35,24,22,-81,,,19,38,54,75,,,35,59,81,,,
Olympiacos Piraeus, Montepaschi Siena,FT,65,18,27,4,18,17,26,10,17,27,17,7,22,2,1,18,25,70,82,28,52,6,11,8,11,13,17,30,14,7,15,1,2,25,18,78,12,19,20,14,,,39,22,21,-82,,,12,31,51,65,,,39,61,82,,,
Maccabi Electra Tel Aviv, Caja Laboral Vitoria,FT,81,20,35,11,25,8,11,5,26,31,19,9,8,3,1,20,15,97,60,17,35,5,22,11,14,9,26,35,12,3,15,1,3,15,20,60,24,17,28,12,,,30,15,15,-60,,,24,41,69,81,,,30,45,60,,,
Panathinaikos Athens, Regal Barcelona,FT,76,18,39,7,16,19,25,12,26,38,17,6,14,3,3,25,23,85,74,15,37,11,25,11,18,10,20,30,13,8,11,3,3,24,25,72,16,17,22,21,,,29,20,25,-74,,,16,33,55,76,,,29,49,74,,,
Power Electronics Valencia, Real Madrid,FT,66,16,45,9,17,7,7,11,23,34,13,5,13,4,5,16,14,65,75,22,38,8,22,7,12,9,25,34,25,7,12,5,4,14,16,97,19,15,17,15,,,31,17,27,-75,,,19,34,51,66,,,31,48,75,,,
Montepaschi Siena, Olympiacos Piraeus,FT,81,25,46,7,17,10,12,10,18,28,11,8,12,1,3,18,16,79,72,20,30,5,17,17,18,4,22,26,16,7,20,3,1,16,18,82,21,18,21,21,,,37,13,22,-72,,,21,39,60,81,,,37,50,72,,,
Maccabi Electra Tel Aviv, Caja Laboral Vitoria,FT,99,23,36,14,21,11,14,5,21,26,22,5,9,4,2,18,16,120,77,22,38,8,18,9,15,9,16,25,19,7,14,2,4,16,18,82,25,26,28,20,,,52,10,15,-77,,,25,51,79,99,,,52,62,77,,,
Panathinaikos Athens, Regal Barcelona,FT,78,23,39,4,12,20,27,4,27,31,13,10,11,1,1,18,27,99,67,18,33,6,22,13,17,7,22,29,19,6,15,1,1,27,18,62,16,18,22,22,,,33,14,20,-67,,,16,34,56,78,,,33,47,67,,,
Power Electronics Valencia, Real Madrid,FT,81,21,34,6,18,21,28,9,19,28,16,11,11,1,1,15,21,99,72,18,34,9,23,9,11,12,18,30,16,5,17,1,1,21,15,68,17,23,19,22,,,38,17,17,-72,,,17,40,59,81,,,38,55,72,,,
Montepaschi Siena, Olympiacos Piraeus,FT,88,21,38,8,19,22,26,9,21,30,13,7,12,2,3,32,24,85,76,16,31,6,21,26,33,12,20,32,11,2,17,3,2,24,32,76,29,21,18,20,,,36,25,15,-76,,,29,50,68,88,,,36,61,76,,,
Real Madrid, Power Electronics Valencia,FT,66,16,43,8,25,10,13,17,28,45,14,7,10,5,4,21,20,75,58,13,31,7,22,11,16,7,29,36,6,6,12,4,5,20,21,56,11,29,18,8,,,42,9,7,-58,,,11,40,58,66,,,42,51,58,,,
Maccabi Electra Tel Aviv, Real Madrid,FT,82,19,36,12,23,8,16,5,29,34,15,8,10,2,1,22,21,93,63,13,41,7,23,16,21,15,24,39,13,5,14,1,2,21,22,57,14,18,23,27,,,29,18,16,-63,,,14,32,55,82,,,29,47,63,,,
Panathinaikos Athens, Montepaschi Siena,FT,77,17,32,6,18,25,36,5,28,33,18,7,13,2,3,21,30,92,69,17,47,5,20,20,24,18,25,43,13,7,16,3,2,30,21,59,17,23,16,21,,,36,11,22,-69,,,17,40,56,77,,,36,47,69,,,
Real Madrid, Montepaschi Siena,FT,62,19,38,3,15,15,19,8,29,37,15,3,19,1,3,28,23,56,80,24,50,3,12,23,27,9,22,31,11,9,9,3,1,23,28,90,11,21,13,17,,,36,21,23,-80,,,11,32,45,62,,,36,57,80,,,
Maccabi Electra Tel Aviv, Panathinaikos Athens,FT,70,17,43,7,22,15,20,12,19,31,16,8,11,1,6,26,24,61,78,23,37,6,19,14,24,10,27,37,19,6,15,6,1,24,26,95,15,15,13,27,,,33,21,24,-78,,,15,30,43,70,,,33,54,78,,,
Bennet Cantu, SLUC Nancy,FT,80,18,36,10,21,14,18,5,22,27,20,5,15,2,1,27,19,77,69,24,49,3,7,12,24,11,24,35,14,3,19,1,2,20,26,66,17,27,13,23,,,44,8,17,-69,,,17,44,57,80,,,44,52,69,,,
Gescrap Bilbao Basket, Olympiacos Piraeus,FT,76,19,35,6,15,20,23,7,29,36,15,6,15,1,3,22,25,91,61,21,39,3,17,10,15,5,18,23,9,9,10,3,1,25,22,54,18,19,23,16,,,31,18,12,-61,,,18,37,60,76,,,31,49,61,,,
Fenerbahce Ulker, Caja Laboral,FT,66,19,39,4,19,16,21,9,25,34,5,7,14,1,4,19,27,63,69,23,42,4,17,11,14,7,27,34,14,10,12,4,1,27,19,75,20,16,12,18,,,34,19,16,-69,,,20,36,48,66,,,34,53,69,,,
Panathinaikos Athens, Unicaja Malaga,FT,98,24,41,12,19,14,19,8,23,31,20,8,13,1,6,25,24,109,77,22,41,4,21,21,27,12,19,31,8,4,13,6,1,24,25,71,25,27,25,21,,,49,12,16,-77,,,25,52,77,98,,,49,61,77,,,
Zalgiris Kaunas, CSKA Moscow,FT,74,20,41,5,18,19,30,10,24,34,8,7,14,0,7,26,25,56,87,16,36,11,25,22,30,12,25,37,22,6,11,7,0,26,25,105,16,15,21,22,,,44,23,20,-87,,,16,31,52,74,,,44,67,87,,,
Brose Baskets, Zagreb,FT,96,30,53,8,19,12,16,12,22,34,22,8,8,4,3,16,18,117,65,17,34,7,25,10,12,9,24,33,10,3,20,3,4,18,16,51,26,26,28,16,,,30,20,15,-65,,,26,52,80,96,,,30,50,65,,,
Partizan mt:s Belgrade, Anadolu Efes Istanbul,FT,73,18,36,6,16,19,23,11,21,32,15,2,20,4,8,28,26,64,84,23,40,7,18,17,21,8,17,25,15,13,11,8,4,26,28,100,28,17,6,22,,,48,20,16,-84,,,28,45,51,73,,,48,68,84,,,
Belgacom Spirou Charleroi, Real Madrid,FT,76,26,53,5,13,9,12,7,19,26,12,5,8,2,2,24,20,69,100,25,40,10,20,20,26,8,28,36,21,7,11,2,2,20,24,126,16,21,18,21,,,45,26,29,-100,,,16,37,55,76,,,45,71,100,,,
EA7 Emporio Armani, Maccabi Electra Tel Aviv,FT,89,23,36,7,24,22,28,10,29,39,15,1,14,4,1,23,24,98,82,29,49,3,14,15,22,6,22,28,10,6,11,1,4,24,24,74,14,27,24,24,,,38,14,30,-82,,,14,41,65,89,,,38,52,82,,,
Union Olimpija Ljubljana, FC Barcelona Regal,FT,64,24,44,2,16,10,18,11,23,34,7,3,11,2,1,14,21,63,86,27,46,8,22,8,9,10,26,36,20,6,8,1,2,21,14,98,19,11,21,13,,,41,20,25,-86,,,19,30,51,64,,,41,61,86,,,
Asseco Prokom Gdynia, Galatasaray Medical Park,FT,72,25,39,3,18,13,22,9,24,33,15,3,14,1,1,24,26,73,76,16,29,10,24,14,23,7,24,31,16,6,14,1,1,26,24,77,19,18,11,24,,,32,27,17,-76,,,19,37,48,72,,,32,59,76,,,
Unics Kazan, Montepaschi Siena,FT,71,14,38,6,16,25,35,12,29,41,12,4,15,3,5,24,27,70,79,14,38,10,19,21,27,6,25,31,16,6,10,5,3,28,24,81,24,20,11,16,,,43,21,15,-79,,,24,44,55,71,,,43,64,79,,,
Caja Laboral, Bennet Cantu,FT,81,19,34,7,19,22,24,8,24,32,12,8,10,3,2,18,26,103,69,20,39,6,21,11,15,11,19,30,15,5,14,2,3,26,18,58,26,18,17,20,,,44,15,10,-69,,,26,44,61,81,,,44,59,69,,,
Olympiacos Piraeus, Fenerbahce Ulker,FT,81,20,41,5,18,26,36,15,22,37,15,4,16,3,6,24,28,78,74,22,43,3,12,21,26,9,22,31,10,8,18,6,3,30,23,66,12,14,27,28,,,37,17,20,-74,,,12,26,53,81,,,37,54,74,,,
SLUC Nancy, Gescrap Bilbao Basket,FT,87,23,51,7,15,20,24,13,18,31,14,12,11,2,2,19,26,100,73,23,42,5,19,12,14,15,25,40,18,5,21,2,2,26,19,73,17,21,23,26,,,38,20,15,-73,,,17,38,61,87,,,38,58,73,,,
Zagreb, Panathinaikos Athens,FT,62,16,33,7,27,9,12,9,26,35,9,7,21,4,0,22,15,49,81,27,50,4,15,15,22,11,27,38,16,17,13,0,4,16,21,99,14,8,11,29,,,45,16,20,-81,,,14,22,33,62,,,45,61,81,,,
